año,municipio,departamento,categoria,grupo_especifico,tipo_violencia,lat,lon
2004,QUIBDO,CHOCO,GUERRILLA,FARC,RU_Reclutamiento,5.7543229,-76.65015147
2005,QUIBDO,CHOCO,GUERRILLA,ELN,RU_Reclutamiento,5.7543229,-76.65015147
2005,QUIBDO,CHOCO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,5.7543229,-76.65015147
2007,QUIBDO,CHOCO,GUERRILLA,,RU_Reclutamiento,5.7543229,-76.65015147
2008,QUIBDO,CHOCO,GUERRILLA,ELN,RU_Reclutamiento,5.7543229,-76.65015147
2008,QUIBDO,CHOCO,GUERRILLA,FARC,RU_Reclutamiento,5.7543229,-76.65015147
2009,QUIBDO,CHOCO,GUERRILLA,FARC,RU_Reclutamiento,5.7543229,-76.65015147
2009,QUIBDO,CHOCO,GUERRILLA,,RU_Reclutamiento,5.7543229,-76.65015147
2009,QUIBDO,CHOCO,GUERRILLA,FARC,RU_Reclutamiento,5.7543229,-76.65015147
2012,QUIBDO,CHOCO,GUERRILLA,,RU_Reclutamiento,5.7543229,-76.65015147
2016,QUIBDO,CHOCO,GUERRILLA,FARC,RU_Reclutamiento,5.7543229,-76.65015147
2016,QUIBDO,CHOCO,GUERRILLA,FARC,RU_Reclutamiento,5.7543229,-76.65015147
2013,QUIBDO,CHOCO,GRUPO POSDESMOVILIZACIÓN,URABEÑOS/AUTODEFENSAS GAITANISTAS DE COLOMBIA/ÁGUILAS NEGRAS/CLAN ÚSUGA,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
2014,QUIBDO,CHOCO,GUERRILLA,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,QUIBDO,CHOCO,DESCONOCIDO,,RU_Reclutamiento,5.7543229,-76.65015147
0,SIN INFORMACION,CHOCO,GUERRILLA,ELN,RU_Reclutamiento,5.397581542,-76.942811
2001,YACOPI,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.591910157,-74.36480865
2004,YACOPI,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,5.591910157,-74.36480865
0,YACOPI,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.591910157,-74.36480865
0,YACOPI,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.591910157,-74.36480865
0,YACOPI,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.591910157,-74.36480865
0,YACOPI,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.591910157,-74.36480865
0,YACOPI,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.591910157,-74.36480865
0,YACOPI,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.591910157,-74.36480865
0,YACOPI,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.591910157,-74.36480865
0,YACOPI,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.591910157,-74.36480865
2001,VIOTA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.436054105,-74.48543339
2002,VIOTA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.436054105,-74.48543339
2002,VIOTA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
0,VIOTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436054105,-74.48543339
1999,VIOTA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.47535924,-74.45327481
2002,VILLETA,CUNDINAMARCA,GUERRILLA,,RU_Reclutamiento,5.011670402,-74.48764746
2002,VILLETA,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,5.011670402,-74.48764746
2003,VILLETA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.011670402,-74.48764746
2003,VILLETA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.011670402,-74.48764746
2003,VILLETA,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,5.011670402,-74.48764746
2003,VILLETA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.011670402,-74.48764746
2005,VILLETA,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,5.011670402,-74.48764746
0,VILLETA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.011670402,-74.48764746
0,VILLETA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.011670402,-74.48764746
0,VILLETA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.011670402,-74.48764746
0,VILLETA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.011670402,-74.48764746
2003,VERGARA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.131267542,-74.30979229
2003,VERGARA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.131267542,-74.30979229
0,VERGARA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.131267542,-74.30979229
0,VERGARA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.131267542,-74.30979229
2000,UTICA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.192795708,-74.47780003
2001,UTICA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.192795708,-74.47780003
2001,UTICA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.192795708,-74.47780003
2003,UTICA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.192795708,-74.47780003
0,UTICA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.192795708,-74.47780003
0,UTICA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.192795708,-74.47780003
0,UNE,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.244611163,-74.11187304
2005,UBALA,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,4.803805182,-73.47654604
0,UBALA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.803805182,-73.47654604
2002,TOPAIPI,CUNDINAMARCA,GUERRILLA,,RU_Reclutamiento,5.355688386,-74.28963994
2003,TOPAIPI,CUNDINAMARCA,GRUPO ARMADO NO IDENTIFICADO,,RU_Reclutamiento,5.355688386,-74.28963994
2004,TOPAIPI,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.355688386,-74.28963994
2003,TOCAIMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.452072974,-74.64864406
2008,TOCAIMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.452072974,-74.64864406
2002,TIBACUY,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.321357899,-74.48667274
0,SUPATA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.061692703,-74.23138328
0,SOACHA,CUNDINAMARCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,RU_Reclutamiento,4.581866267,-74.24029696
1999,SOACHA,CUNDINAMARCA,GRUPO ARMADO NO IDENTIFICADO,,RU_Reclutamiento,4.581866267,-74.24029696
2002,SOACHA,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,4.581866267,-74.24029696
2012,SOACHA,CUNDINAMARCA,GRUPO ARMADO NO IDENTIFICADO,,RU_Reclutamiento,4.581866267,-74.24029696
0,SOACHA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.581866267,-74.24029696
0,SOACHA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.581866267,-74.24029696
0,SOACHA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.581866267,-74.24029696
0,SOACHA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.581866267,-74.24029696
0,SOACHA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.581866267,-74.24029696
2003,SILVANIA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.436967141,-74.37050903
2003,SILVANIA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.436967141,-74.37050903
2005,SILVANIA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.436967141,-74.37050903
2000,SILVANIA,CUNDINAMARCA,GRUPO ARMADO NO DIRIMIDO,,RU_Reclutamiento,4.436967141,-74.37050903
0,SILVANIA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436967141,-74.37050903
0,SILVANIA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436967141,-74.37050903
0,SILVANIA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436967141,-74.37050903
0,SILVANIA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436967141,-74.37050903
0,SILVANIA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.436967141,-74.37050903
0,SIBATE,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.465970004,-74.26328963
2003,SASAIMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.946805263,-74.41230921
0,SAN JUAN DE RIOSECO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.814537831,-74.61525985
0,SAN JUAN DE RIOSECO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.814537831,-74.61525985
0,SAN JUAN DE RIOSECO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.814537831,-74.61525985
0,SAN JUAN DE RIOSECO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.814537831,-74.61525985
0,SAN JUAN DE RIOSECO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.814537831,-74.61525985
0,SAN JUAN DE RIOSECO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.814537831,-74.61525985
0,SAN CAYETANO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.314600423,-74.07232077
2000,SAN BERNARDO,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.140958464,-74.35397692
2003,SAN BERNARDO,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.140958464,-74.35397692
2003,SAN BERNARDO,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.140958464,-74.35397692
0,SAN BERNARDO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.140958464,-74.35397692
1998,APULO,CUNDINAMARCA,GRUPO ARMADO NO IDENTIFICADO,,RU_Reclutamiento,4.537711619,-74.59124656
2000,QUIPILE,CUNDINAMARCA,GRUPO ARMADO NO IDENTIFICADO,,RU_Reclutamiento,4.726907976,-74.55359926
2003,QUIPILE,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.726907976,-74.55359926
2003,QUIPILE,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.726907976,-74.55359926
2003,QUIPILE,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.726907976,-74.55359926
2003,QUIPILE,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.726907976,-74.55359926
0,QUIPILE,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.726907976,-74.55359926
0,QUETAME,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.334589044,-73.85264561
0,QUETAME,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.334589044,-73.85264561
2000,QUEBRADANEGRA,CUNDINAMARCA,GUERRILLA,,RU_Reclutamiento,5.09998103,-74.4945107
2003,QUEBRADANEGRA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.09998103,-74.4945107
2003,QUEBRADANEGRA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.09998103,-74.4945107
1997,QUEBRADANEGRA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.09998103,-74.4945107
2000,QUEBRADANEGRA,CUNDINAMARCA,GUERRILLA,,RU_Reclutamiento,5.09998103,-74.4945107
2003,PULI,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.691336253,-74.68074404
2001,PUERTO SALGAR,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.619752748,-74.5801923
0,PUERTO SALGAR,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.619752748,-74.5801923
0,PASCA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.293733611,-74.27396924
0,PASCA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.293733611,-74.27396924
0,PASCA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.293733611,-74.27396924
2003,PARATEBUENO,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.368158959,-73.2416614
2005,PARATEBUENO,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,4.368158959,-73.2416614
2005,PARATEBUENO,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,4.368158959,-73.2416614
0,PARATEBUENO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.368158959,-73.2416614
2002,PAIME,CUNDINAMARCA,GRUPO ARMADO NO IDENTIFICADO,,RU_Reclutamiento,5.387647345,-74.16395696
2003,PAIME,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.387647345,-74.16395696
2002,PAIME,CUNDINAMARCA,GUERRILLA,,RU_Reclutamiento,5.387647345,-74.16395696
2002,PAIME,CUNDINAMARCA,GUERRILLA,,RU_Reclutamiento,5.387647345,-74.16395696
0,PAIME,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.387647345,-74.16395696
2002,PACHO,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.168367634,-74.16336544
0,PACHO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.168367634,-74.16336544
0,PACHO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.168367634,-74.16336544
0,PACHO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.168367634,-74.16336544
0,PACHO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.168367634,-74.16336544
1999,PACHO,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,5.168367634,-74.16336544
2001,PACHO,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,5.168367634,-74.16336544
2002,VENECIA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.063342074,-74.45259796
2001,NIMAIMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.121445325,-74.39737048
0,NIMAIMA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.121445325,-74.39737048
0,NARIÑO,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.407952015,-74.80565317
2002,MEDINA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.484437919,-73.40598487
2002,MEDINA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.484437919,-73.40598487
2003,MEDINA,CUNDINAMARCA,GRUPO ARMADO NO IDENTIFICADO,,RU_Reclutamiento,4.484437919,-73.40598487
1995,MEDINA,CUNDINAMARCA,GUERRILLA,,RU_Reclutamiento,4.484437919,-73.40598487
0,MEDINA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.484437919,-73.40598487
0,MEDINA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.484437919,-73.40598487
0,MANTA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.976881151,-73.56313741
2002,MADRID,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.75156751,-74.2896305
2002,MADRID,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,4.75156751,-74.2896305
2003,MADRID,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,4.75156751,-74.2896305
2004,LA PEÑA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.20459882,-74.40786611
1999,LA PEÑA,CUNDINAMARCA,GRUPO PARAMILITAR,,RU_Reclutamiento,5.20459882,-74.40786611
0,LA PEÑA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.20459882,-74.40786611
0,LA PEÑA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.20459882,-74.40786611
0,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
0,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
1999,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
0,LA PALMA,CUNDINAMARCA,GRUPO ARMADO NO IDENTIFICADO,,RU_Reclutamiento,5.333400646,-74.40807863
2000,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
2000,LA PALMA,CUNDINAMARCA,GUERRILLA,,RU_Reclutamiento,5.333400646,-74.40807863
2003,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
2003,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
2003,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
2003,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
2003,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
2003,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
2004,LA PALMA,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,RU_Reclutamiento,5.333400646,-74.40807863
2005,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
0,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
0,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
0,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
1998,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
1998,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
1999,LA PALMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.333400646,-74.40807863
0,LA PALMA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.333400646,-74.40807863
0,LA PALMA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.333400646,-74.40807863
0,LA PALMA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.333400646,-74.40807863
0,LA PALMA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.333400646,-74.40807863
0,LA PALMA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.333400646,-74.40807863
0,LA PALMA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.333400646,-74.40807863
0,LA PALMA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.333400646,-74.40807863
0,LA PALMA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,5.333400646,-74.40807863
0,LA MESA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.650773167,-74.47321717
0,LA MESA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.650773167,-74.47321717
0,LA MESA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.650773167,-74.47321717
0,LA MESA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.650773167,-74.47321717
0,LA MESA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.650773167,-74.47321717
2002,LA CALERA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.700785443,-73.92939921
0,LA CALERA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.700785443,-73.92939921
2003,JUNIN,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.705170789,-73.69247873
2001,JERUSALEN,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.571350254,-74.68915854
2003,JERUSALEN,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.571350254,-74.68915854
0,JERUSALEN,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.571350254,-74.68915854
2001,GUAYABAL DE SIQUIMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.866310254,-74.4767709
2001,GUAYABAL DE SIQUIMA,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,4.866310254,-74.4767709
0,GUAYABAL DE SIQUIMA,CUNDINAMARCA,DESCONOCIDO,,RU_Reclutamiento,4.866310254,-74.4767709
2000,GUADUAS,CUNDINAMARCA,GRUPO ARMADO NO IDENTIFICADO,,RU_Reclutamiento,5.173554764,-74.64014651
2003,GUADUAS,CUNDINAMARCA,GUERRILLA,FARC,RU_Reclutamiento,5.173554764,-74.64014651
1997,GUADUAS,CUNDINAMARCA,GUERRILLA,,RU_Reclutamiento,5.173554764,-74.64014651
